Campaign,Ad Group,Keyword,Match Type,Bid
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[humana gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""humana gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,humana gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[insurance denied gender dysphoria treatment],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""insurance denied gender dysphoria treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,insurance denied gender dysphoria treatment,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[insurance denied puberty blockers (gnrh analogues)],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""insurance denied puberty blockers (gnrh analogues)""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,insurance denied puberty blockers (gnrh analogues),Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[insurance refusing puberty blockers (gnrh analogues)],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""insurance refusing puberty blockers (gnrh analogues)""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,insurance refusing puberty blockers (gnrh analogues),Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[insurance won't cover puberty blockers (gnrh analogues)],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""insurance won't cover puberty blockers (gnrh analogues)""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,insurance won't cover puberty blockers (gnrh analogues),Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues)],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues)""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues),Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) appeal],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) appeal,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) appeal letter template],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) appeal letter template""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) appeal letter template,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) coverage denied],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) coverage denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) coverage denied,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) denial],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) denial,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) denied by insurance],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) denied by insurance""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) denied by insurance,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) for gender dysphoria],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) for gender dysphoria""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) for gender dysphoria,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) not covered],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) not covered""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) not covered,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) not medically necessary],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) not medically necessary""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) not medically necessary,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) pre authorization denied],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) pre authorization denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) pre authorization denied,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[puberty blockers (gnrh analogues) preauth denial],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""puberty blockers (gnrh analogues) preauth denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,puberty blockers (gnrh analogues) preauth denial,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[sample appeal letter puberty blockers (gnrh analogues)],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""sample appeal letter puberty blockers (gnrh analogues)""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,sample appeal letter puberty blockers (gnrh analogues),Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[united healthcare denied puberty blockers (gnrh analogues)],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""united healthcare denied puberty blockers (gnrh analogues)""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,united healthcare denied puberty blockers (gnrh analogues),Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[united healthcare gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""united healthcare gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,united healthcare gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,[write appeal letter puberty blockers (gnrh analogues)],Exact,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,"""write appeal letter puberty blockers (gnrh analogues)""",Phrase,
Fight Health Insurance - Microsites,Appealing Puberty Blocker Denials,write appeal letter puberty blockers (gnrh analogues),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[aetna denied gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""aetna denied gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,aetna denied gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[aetna gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""aetna gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,aetna gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[appeal gender-affirming genital surgery (grs) denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""appeal gender-affirming genital surgery (grs) denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,appeal gender-affirming genital surgery (grs) denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[appeal letter for gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""appeal letter for gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,appeal letter for gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[blue cross denied gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""blue cross denied gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,blue cross denied gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[blue cross gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""blue cross gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,blue cross gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[cigna denied gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""cigna denied gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,cigna denied gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[cigna gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""cigna gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,cigna gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[fight gender-affirming genital surgery (grs) denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""fight gender-affirming genital surgery (grs) denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,fight gender-affirming genital surgery (grs) denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender dysphoria appeal],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender dysphoria appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender dysphoria appeal,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender dysphoria coverage denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender dysphoria coverage denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender dysphoria coverage denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender dysphoria gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender dysphoria gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender dysphoria gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender dysphoria gender-affirming genital surgery (grs) denied],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender dysphoria gender-affirming genital surgery (grs) denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender dysphoria gender-affirming genital surgery (grs) denied,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender dysphoria insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender dysphoria insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender dysphoria insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender dysphoria medication denied],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender dysphoria medication denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender dysphoria medication denied,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender dysphoria treatment denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender dysphoria treatment denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender dysphoria treatment denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) appeal],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) appeal,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) appeal letter template],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) appeal letter template""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) appeal letter template,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) coverage denied],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) coverage denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) coverage denied,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) denied by insurance],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) denied by insurance""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) denied by insurance,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) for gender dysphoria],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) for gender dysphoria""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) for gender dysphoria,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) not covered],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) not covered""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) not covered,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) not medically necessary],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) not medically necessary""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) not medically necessary,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) pre authorization denied],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) pre authorization denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) pre authorization denied,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[gender-affirming genital surgery (grs) preauth denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""gender-affirming genital surgery (grs) preauth denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,gender-affirming genital surgery (grs) preauth denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[how to appeal gender-affirming genital surgery (grs) denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""how to appeal gender-affirming genital surgery (grs) denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,how to appeal gender-affirming genital surgery (grs) denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[humana denied gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""humana denied gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,humana denied gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[humana gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""humana gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,humana gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[insurance denied gender dysphoria treatment],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""insurance denied gender dysphoria treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,insurance denied gender dysphoria treatment,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[insurance denied gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""insurance denied gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,insurance denied gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[insurance refusing gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""insurance refusing gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,insurance refusing gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[insurance won't cover gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""insurance won't cover gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,insurance won't cover gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[sample appeal letter gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""sample appeal letter gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,sample appeal letter gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[united healthcare denied gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""united healthcare denied gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,united healthcare denied gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[united healthcare gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""united healthcare gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,united healthcare gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,[write appeal letter gender-affirming genital surgery (grs)],Exact,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,"""write appeal letter gender-affirming genital surgery (grs)""",Phrase,
Fight Health Insurance - Microsites,Appealing Gender-Affirming Genital Surgery Denials,write appeal letter gender-affirming genital surgery (grs),Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[aetna denied fertility preservation prior to treatment],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""aetna denied fertility preservation prior to treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,aetna denied fertility preservation prior to treatment,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[aetna gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""aetna gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,aetna gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[appeal fertility preservation prior to treatment denial],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""appeal fertility preservation prior to treatment denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,appeal fertility preservation prior to treatment denial,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[appeal letter for fertility preservation prior to treatment],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""appeal letter for fertility preservation prior to treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,appeal letter for fertility preservation prior to treatment,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[blue cross denied fertility preservation prior to treatment],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""blue cross denied fertility preservation prior to treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,blue cross denied fertility preservation prior to treatment,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[blue cross gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""blue cross gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,blue cross gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[cigna denied fertility preservation prior to treatment],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""cigna denied fertility preservation prior to treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,cigna denied fertility preservation prior to treatment,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[cigna gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""cigna gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,cigna gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment appeal],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment appeal,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment appeal letter template],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment appeal letter template""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment appeal letter template,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment coverage denied],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment coverage denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment coverage denied,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment denial],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment denial,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment denied by insurance],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment denied by insurance""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment denied by insurance,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment for gender dysphoria],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment for gender dysphoria""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment for gender dysphoria,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment not covered],Exact,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,"""fertility preservation prior to treatment not covered""",Phrase,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,fertility preservation prior to treatment not covered,Broad,
Fight Health Insurance - Microsites,Appealing Fertility Preservation Denials,[fertility preservation prior to treatment not medically necessary],Exact,
